Year,Country name,Country iso,Occurrence,Total deaths,Affected,Injured,Homeless,Total affected,Total damage ('000 $)
2011,Solomon Is,SLB,1,0,0,0,0,0,0
2011,Thailand,THA,1,18,1000000,0,0,1000000,0
2011,Tonga,TON,1,0,0,0,0,0,3000
2011,United States,USA,2,61,370600,0,0,370600,8050000
2011,Vanuatu,VUT,2,0,32000,0,0,32000,0
2011,Viet Nam,VNM,1,0,0,0,0,0,0
2012,Bahamas,BHS,1,1,0,0,0,0,0
2012,China P Rep,CHN,6,63,10265630,7,48540,10314177,3012000
2012,Cuba,CUB,2,12,45496,0,75000,120496,0
2012,Dominican Rep,DOM,2,5,42515,0,0,42515,0
2012,Fiji,FJI,1,2,8400,0,0,8400,8400
2012,Haiti,HTI,2,88,176500,27,33330,209857,254000
2012,India,IND,1,40,70000,0,0,70000,0
2012,Jamaica,JAM,1,1,215850,0,0,215850,16542
2012,Japan,JPN,3,2,43295,180,0,43475,144400
2012,Korea Dem P Rep,PRK,1,59,10960,1,33500,44461,0
2012,Korea Rep,KOR,3,22,3120,0,0,3120,799000
2012,Madagascar,MDG,3,112,335300,299,0,335599,100000
2012,Malawi,MWI,1,0,6000,0,0,6000,0
2012,Mexico,MEX,2,19,87000,0,0,87000,855000
2012,Mozambique,MOZ,3,33,109945,13,0,109958,0
2012,Philippines,PHL,9,2039,7557756,2724,0,7560480,918137
2012,Puerto Rico,PRI,1,0,0,0,0,0,0
2012,Samoa,WSM,1,12,12703,0,0,12703,133000
2012,South Africa,ZAF,1,0,1350,0,0,1350,0
2012,Sri Lanka,LKA,1,0,0,0,69000,69000,57000
2012,Taiwan (China),TWN,2,14,0,0,0,0,35300
2012,United States,USA,3,64,77000,1,0,77001,52210000
2012,Viet Nam,VNM,3,38,59320,107,279545,338972,342800
2012,Wallis and Futuna Is,WLF,1,0,1250,2,0,1252,0
2013,Australia,AUS,1,6,7500,0,0,7500,2000000
2013,Bangladesh,BGD,1,17,1498579,65,0,1498644,0
2013,China P Rep,CHN,10,212,9591600,150,50000,9641750,10106000
2013,India,IND,3,65,13230000,4,0,13230004,895471
2013,Japan,JPN,4,46,58038,267,0,58305,0
2013,Madagascar,MDG,2,51,44752,127,0,44879,25000
2013,Mexico,MEX,4,210,172000,0,0,172000,5700000
2013,Palau,PLW,1,0,0,0,0,0,0
2013,Philippines,PHL,8,7415,17915713,28858,0,17944571,10136563
2013,Seychelles,SYC,1,0,3000,0,0,3000,9300
2013,Somalia,SOM,1,162,142380,0,0,142380,0
2013,Sri Lanka,LKA,1,7,3478,0,3861,7339,0
2013,Taiwan (China),TWN,3,5,0,54,0,54,61600
2013,Viet Nam,VNM,4,79,1962485,584,375,1963444,1474230
2014,China P Rep,CHN,4,80,10355250,99,0,10355349,7682973
2014,Comoros,COM,1,0,9511,0,0,9511,0
2014,Guatemala,GTM,1,5,100000,0,0,100000,0
2014,India,IND,1,45,920000,0,0,920000,7000000
2014,Japan,JPN,5,37,36465,256,0,36721,400000
2014,Korea Rep,KOR,1,14,0,0,0,0,0
2014,Madagascar,MDG,1,17,0,0,1736,1736,0
2014,Mexico,MEX,6,15,69000,135,0,69135,2539500
2014,Papua New Guinea,PNG,1,0,12346,0,0,12346,0
2014,Philippines,PHL,9,304,9978563,1456,0,9980019,290563
2014,Taiwan (China),TWN,2,0,0,0,0,0,420000
2014,Tonga,TON,1,1,4000,14,0,4014,48000
2014,United States,USA,1,1,834,0,0,834,66000
2014,Vanuatu,VUT,1,12,20000,6,0,20006,0
2014,Viet Nam,VNM,3,38,48075,0,0,48075,10425
